team,player,created_at_utc,games,minutes_avg,minutes_l3,minutes_l5,points_avg,points_l3,points_l5,rebounds_avg,rebounds_l3,rebounds_l5,dreb_avg,dreb_l3,dreb_l5,assists_avg,assists_l3,assists_l5,threes_avg,threes_l3,threes_l5,turnovers_avg,turnovers_l3,turnovers_l5,fga_avg,fga_l3,fga_l5,fta_avg,fta_l3,fta_l5,scoring_dependency,dash_gp,dash_w,dash_l,dash_w_pct,dash_min,dash_pts,dash_reb,dash_ast,dash_plus_minus
ATL,Madina Okot,2026-07-09T13:59:53.412096+00:00,21,9.528571428571428,9.533333333333333,11.68,5.666666666666667,7.0,8.8,3.5238095238095237,3.3333333333333335,3.4,2.4285714285714284,1.3333333333333333,1.8,0.23809523809523808,0.0,0.2,0.047619047619047616,0.0,0.2,1.2857142857142858,1.3333333333333333,1.6,3.7142857142857144,4.0,5.2,1.4761904761904763,1.6666666666666667,1.6,0.06780110044805492,21.0,12.0,9.0,0.571,9.5,5.7,3.5,0.2,-1.3
ATL,Maya Caldwell,2026-07-09T13:59:53.417676+00:00,41,18.543902439024393,27.76666666666667,22.82,5.390243902439025,11.0,9.4,3.097560975609756,6.333333333333333,5.6,2.292682926829268,6.0,4.6,1.8048780487804879,2.0,2.2,0.9512195121951219,2.3333333333333335,1.8,0.975609756097561,1.6666666666666667,1.6,4.7560975609756095,7.666666666666667,6.4,0.4878048780487805,0.6666666666666666,0.4,0.06378980960236395,41.0,27.0,14.0,0.659,18.5,5.4,3.1,1.8,3.1
ATL,Naz Hillmon,2026-07-09T13:59:53.423627+00:00,64,26.7765625,26.099999999999998,23.52,8.59375,3.3333333333333335,3.6,5.734375,4.333333333333333,3.6,4.15625,2.6666666666666665,2.4,2.09375,1.0,0.8,1.140625,0.6666666666666666,0.4,1.09375,1.0,0.8,6.953125,3.3333333333333335,3.0,1.359375,1.3333333333333333,0.8,0.09976126717368836,20.0,12.0,8.0,0.6,29.6,8.5,4.8,1.5,4.6
ATL,Nia Coffey,2026-07-09T13:59:53.429650+00:00,44,10.338636363636365,10.066666666666668,7.76,3.8636363636363638,5.0,3.8,2.590909090909091,2.6666666666666665,1.8,2.0,2.0,1.4,1.0454545454545454,0.6666666666666666,0.4,0.5454545454545454,1.0,0.8,0.6818181818181818,0.3333333333333333,0.4,3.340909090909091,4.333333333333333,3.0,1.1363636363636365,0.0,0.4,0.045449884316639905,44.0,30.0,14.0,0.682,10.3,3.9,2.6,1.0,1.0
ATL,Rhyne Howard,2026-07-09T13:59:53.435604+00:00,53,34.99433962264151,37.56666666666667,35.94,18.0188679245283,23.333333333333332,18.2,4.226415094339623,2.3333333333333335,3.4,3.339622641509434,1.6666666666666667,3.0,4.09433962264151,3.0,2.8,3.188679245283019,4.333333333333333,3.0,1.5471698113207548,1.0,1.2,15.0,17.333333333333332,15.8,3.6226415094339623,3.3333333333333335,3.0,0.2104722986194238,20.0,12.0,8.0,0.6,35.2,18.9,3.8,3.2,2.8
ATL,Shatori Walker-Kimbrough,2026-07-09T13:59:53.441412+00:00,41,8.636585365853657,3.3000000000000003,3.0200000000000005,1.7317073170731707,0.0,0.0,0.9024390243902439,1.6666666666666667,1.0,0.8292682926829268,1.6666666666666667,1.0,0.5365853658536586,0.3333333333333333,0.2,0.2682926829268293,0.0,0.0,0.36585365853658536,0.0,0.2,1.5365853658536586,0.3333333333333333,0.4,0.2682926829268293,0.0,0.0,0.020116670219849177,2.0,2.0,0.0,1.0,3.3,0.0,0.0,0.0,-7.0
ATL,Sika Kone,2026-07-09T13:59:53.447660+00:00,28,4.2,11.0,9.279999999999998,1.4642857142857142,3.3333333333333335,2.8,0.8571428571428571,1.3333333333333333,1.4,0.4642857142857143,0.6666666666666666,0.6,0.25,0.6666666666666666,0.6,0.10714285714285714,0.3333333333333333,0.2,0.21428571428571427,0.3333333333333333,0.4,1.4285714285714286,3.0,2.4,0.6785714285714286,1.3333333333333333,1.2,0.016416038116349157,20.0,12.0,8.0,0.6,5.3,1.9,1.2,0.3,0.5
ATL,Taylor Thierry,2026-07-09T13:59:53.453329+00:00,17,2.129411764705882,1.0,2.48,0.35294117647058826,0.0,0.4,0.35294117647058826,0.3333333333333333,0.6,0.23529411764705882,0.3333333333333333,0.4,0.11764705882352941,0.0,0.2,0.058823529411764705,0.0,0.0,0.058823529411764705,0.0,0.2,0.6470588235294118,0.3333333333333333,0.8,0.23529411764705882,0.0,0.4,0.003905200219072405,17.0,14.0,3.0,0.824,2.1,0.4,0.4,0.1,-0.6
ATL,Te-Hina Paopao,2026-07-09T13:59:53.459261+00:00,64,15.628124999999997,9.566666666666666,9.3,5.28125,1.0,1.6,1.421875,0.3333333333333333,0.2,1.21875,0.3333333333333333,0.2,2.171875,1.6666666666666667,1.6,1.125,0.3333333333333333,0.4,0.9375,0.6666666666666666,0.6,4.78125,3.6666666666666665,3.2,0.296875,0.0,0.0,0.06105448539944959,21.0,12.0,9.0,0.571,13.3,4.2,1.0,1.6,-2.7
CHI,Aicha Coulibaly,2026-07-09T13:59:53.465075+00:00,12,13.450000000000001,10.666666666666666,11.6,4.583333333333333,3.3333333333333335,4.0,2.9166666666666665,4.0,3.4,2.25,3.6666666666666665,2.8,0.6666666666666666,0.3333333333333333,0.6,0.0,0.0,0.0,0.6666666666666666,1.0,0.8,3.75,2.6666666666666665,2.8,2.4166666666666665,1.3333333333333333,2.0,0.05205204795296648,12.0,4.0,8.0,0.333,13.5,4.6,2.9,0.7,3.0
CHI,Angel Reese,2026-07-09T13:59:53.470761+00:00,30,31.576666666666664,31.7,32.62,14.666666666666666,17.666666666666668,14.8,12.566666666666666,14.333333333333334,14.2,8.466666666666667,8.0,8.2,3.6666666666666665,3.3333333333333335,3.8,0.13333333333333333,0.0,0.0,3.933333333333333,4.666666666666667,3.8,11.133333333333333,11.666666666666666,11.0,5.733333333333333,10.333333333333334,8.2,0.18379462611351896,30.0,9.0,21.0,0.3,31.6,14.7,12.6,3.7,-6.4
CHI,Ariel Atkins,2026-07-09T13:59:53.476466+00:00,34,28.54705882352941,27.433333333333334,29.72,13.147058823529411,7.666666666666667,12.4,3.3529411764705883,3.0,3.4,2.676470588235294,2.0,2.4,3.588235294117647,4.0,4.2,1.2647058823529411,0.3333333333333333,1.0,2.4705882352941178,2.6666666666666665,2.8,10.735294117647058,7.333333333333333,10.2,2.735294117647059,1.3333333333333333,2.2,0.16536041788105707,34.0,10.0,24.0,0.294,28.5,13.1,3.4,3.6,-4.5
CHI,Azura Stevens,2026-07-09T13:59:53.482451+00:00,16,23.21875,27.366666666666664,27.48,10.5,14.666666666666666,13.4,6.25,6.0,7.0,4.5625,4.333333333333333,4.6,2.3125,1.6666666666666667,3.2,0.8125,1.3333333333333333,1.6,1.5625,2.3333333333333335,2.2,10.0,10.0,10.6,2.625,4.0,3.4,0.12330794943721113,16.0,4.0,12.0,0.25,23.2,10.5,6.3,2.3,-3.7
CHI,Courtney Vandersloot,2026-07-09T13:59:53.488247+00:00,11,23.299999999999997,17.3,14.040000000000001,9.727272727272727,7.666666666666667,7.0,3.090909090909091,3.0,2.4,2.727272727272727,2.3333333333333335,2.0,5.090909090909091,4.0,3.8,0.7272727272727273,0.6666666666666666,0.6,2.1818181818181817,1.6666666666666667,1.4,7.818181818181818,5.333333333333333,4.2,2.5454545454545454,4.666666666666667,3.0,0.11309616575717621,4.0,2.0,2.0,0.5,16.4,8.3,3.0,4.8,5.5
