SnapshotTimestamp,HypothesisID,HypothesisName,League,Market,DirectionBias,SignalFamily,DataStatus,Sample,Wins,Losses,WinRate,ROI,AvgCLV,Status,Confidence,Priority,Regime,RegimeColor,HealthScore,RegimeSample,FormulaAction,HistoryRows,WinRateTrend,WinRateDelta,ROITrend,ROIDelta,CLVTrend,CLVDelta,SampleTrend,SampleDelta,StatusStability,MemoryState
2026-05-28 23:21:18,HYP-0001,High Usage Big vs Stingy DREB,WNBA,Rebounds,UNDER,High Usage Big vs Stingy,TRACKING,13,8,5,61.5,15.4,-0.59,WATCH,VERY LOW,HIGH,LEARNING,YELLOW,53.1,20,NO AUTOMATIC CHANGE,9,FLAT,0.0,FLAT,0.0,FLAT,0.0,FLAT,0.0,100.0,STABLE WATCH
2026-05-28 23:21:18,HYP-0002,Wing vs Generous DREB,WNBA,Rebounds,OVER,Wing vs Generous DREB,TRACKING,4,3,1,75.0,51.2,1.05,WATCH,VERY LOW,HIGH,LEARNING,YELLOW,53.1,20,NO AUTOMATIC CHANGE,9,FLAT,0.0,FLAT,0.0,FLAT,0.0,FLAT,0.0,100.0,EARLY WATCH
2026-05-28 23:21:18,HYP-0004,DREB Stingy Total Unders,WNBA,Game Totals,UNDER,DREB Stingy Total,TRACKING,3,1,2,33.3,-36.7,0.0,DOWNGRADE,VERY LOW,LOW,LEARNING,YELLOW,53.1,20,NO AUTOMATIC CHANGE,9,FLAT,0.0,FLAT,0.0,FLAT,0.0,FLAT,0.0,100.0,EARLY WATCH
2026-05-28 23:21:18,HYP-0003,Speculative Rebound Overs,WNBA,Rebounds,OVER,Speculative Over,TRACKING,2,0,2,0.0,-100.0,0.55,DOWNGRADE,VERY LOW,LOW,LEARNING,YELLOW,53.1,20,NO AUTOMATIC CHANGE,9,FLAT,0.0,FLAT,0.0,FLAT,0.0,FLAT,0.0,100.0,EARLY WATCH
2026-05-28 23:21:18,HYP-0005,Elite DREB Playoff Total,LPB,Game Totals,UNDER,Elite DREB Playoff Total,DATA GAP,1,1,0,100.0,115.0,0.0,WATCH,VERY LOW,LOW,LEARNING,YELLOW,53.1,20,NO AUTOMATIC CHANGE,9,FLAT,0.0,FLAT,0.0,FLAT,0.0,FLAT,0.0,100.0,EARLY WATCH
