GAME_ID,GAME_DATE,TEAM_1,TEAM_2,PTS_1,PTS_2,TOTAL_POINTS,MATCHUP_1,MATCHUP_2,TEAM_ROWS
1022600006,2026-05-09,CHI,PDX,98,83,181,CHI @ PDX,PDX vs. CHI,2
1022600007,2026-05-10,SEA,CON,89,82,171,SEA @ CON,CON vs. SEA,2
1022600008,2026-05-10,WAS,NYL,93,98,191,WAS vs. NYL,NYL @ WAS,2
1022600009,2026-05-10,LAS,LVA,78,105,183,LAS vs. LVA,LVA @ LAS,2
1022600010,2026-05-09,ATL,MIN,91,90,181,ATL @ MIN,MIN vs. ATL,2
1022600011,2026-05-10,GSV,PHX,95,79,174,GSV vs. PHX,PHX @ GSV,2
1022600012,2026-05-12,ATL,DAL,77,72,149,ATL @ DAL,DAL vs. ATL,2
1022600013,2026-05-12,MIN,PHX,88,84,172,MIN @ PHX,PHX vs. MIN,2
1022600014,2026-05-12,PDX,NYL,98,96,194,PDX vs. NYL,NYL @ PDX,2
1022600015,2026-05-13,TOR,SEA,86,73,159,TOR vs. SEA,SEA @ TOR,2
1022600016,2026-05-13,CON,LVA,69,98,167,CON vs. LVA,LVA @ CON,2
1022600017,2026-05-13,GSV,CHI,63,69,132,GSV vs. CHI,CHI @ GSV,2
1022600018,2026-05-13,IND,LAS,87,78,165,IND @ LAS,LAS vs. IND,2
1022600019,2026-05-14,MIN,DAL,90,86,176,MIN @ DAL,DAL vs. MIN,2
1022600020,2026-05-14,PDX,NYL,82,100,182,PDX vs. NYL,NYL @ PDX,2
1022600021,2026-05-15,CON,LVA,94,101,195,CON vs. LVA,LVA @ CON,2
1022600022,2026-05-15,IND,WAS,102,104,206,IND vs. WAS,WAS @ IND,2
1022600023,2026-05-15,TOR,LAS,95,99,194,TOR @ LAS,LAS vs. TOR,2
1022600024,2026-05-15,CHI,PHX,83,91,174,CHI @ PHX,PHX vs. CHI,2
1022600025,2026-05-17,CHI,MIN,86,79,165,CHI @ MIN,MIN vs. CHI,2
1022600026,2026-05-17,ATL,LVA,84,85,169,ATL vs. LVA,LVA @ ATL,2
1022600027,2026-05-17,SEA,IND,78,89,167,SEA @ IND,IND vs. SEA,2
1022600028,2026-05-17,TOR,LAS,106,96,202,TOR @ LAS,LAS vs. TOR,2
1022600029,2026-05-18,WAS,DAL,69,92,161,WAS @ DAL,DAL vs. WAS,2
1022600030,2026-05-18,PDX,CON,83,82,165,PDX vs. CON,CON @ PDX,2
1022600031,2026-05-19,TOR,PHX,98,90,188,TOR @ PHX,PHX vs. TOR,2
1022600032,2026-05-20,PDX,IND,73,90,163,PDX @ IND,IND vs. PDX,2
1022600033,2026-05-20,CHI,DAL,89,99,188,CHI vs. DAL,DAL @ CHI,2
1022600034,2026-05-20,SEA,CON,78,80,158,SEA vs. CON,CON @ SEA,2
1022600035,2026-05-21,GSV,NYL,87,70,157,GSV @ NYL,NYL vs. GSV,2
1022600036,2026-05-21,TOR,MIN,72,100,172,TOR @ MIN,MIN vs. TOR,2
1022600037,2026-05-21,LAS,PHX,97,88,185,LAS @ PHX,PHX vs. LAS,2
1022600038,2026-05-22,ATL,DAL,86,69,155,ATL vs. DAL,DAL @ ATL,2
1022600039,2026-05-22,GSV,IND,82,90,172,GSV @ IND,IND vs. GSV,2
1022600040,2026-05-22,SEA,CON,77,59,136,SEA vs. CON,CON @ SEA,2
1022600041,2026-05-23,CHI,MIN,75,85,160,CHI vs. MIN,MIN @ CHI,2
1022600042,2026-05-23,TOR,PDX,80,99,179,TOR vs. PDX,PDX @ TOR,2
1022600043,2026-05-23,LAS,LVA,101,95,196,LAS @ LVA,LVA vs. LAS,2
1022600044,2026-05-24,ATL,PHX,82,80,162,ATL vs. PHX,PHX @ ATL,2
1022600045,2026-05-24,DAL,NYL,91,76,167,DAL @ NYL,NYL vs. DAL,2
1022600046,2026-05-24,SEA,WAS,97,85,182,SEA vs. WAS,WAS @ SEA,2
1022600047,2026-05-25,PDX,NYL,81,74,155,PDX @ NYL,NYL vs. PDX,2
1022600048,2026-05-25,GSV,CON,97,70,167,GSV vs. CON,CON @ GSV,2
1022600049,2026-05-27,PHX,NYL,74,84,158,PHX @ NYL,NYL vs. PHX,2
1022600050,2026-05-27,TOR,CHI,111,104,215,TOR @ CHI,CHI vs. TOR,2
1022600051,2026-05-27,ATL,MIN,81,96,177,ATL @ MIN,MIN vs. ATL,2
1022600052,2026-05-27,PDX,CON,71,61,132,PDX vs. CON,CON @ PDX,2
1022600053,2026-05-27,SEA,WAS,64,78,142,SEA vs. WAS,WAS @ SEA,2
1022600054,2026-05-28,DAL,LVA,95,87,182,DAL vs. LVA,LVA @ DAL,2
1022600055,2026-05-28,GSV,IND,90,88,178,GSV vs. IND,IND @ GSV,2
1022600056,2026-05-29,PHX,NYL,68,75,143,PHX @ NYL,NYL vs. PHX,2
1022600057,2026-05-29,WAS,LAS,87,92,179,WAS vs. LAS,LAS @ WAS,2
1022600058,2026-05-29,CHI,MIN,58,79,137,CHI vs. MIN,MIN @ CHI,2
1022600059,2026-05-29,ATL,PDX,86,66,152,ATL @ PDX,PDX vs. ATL,2
1022600060,2026-05-30,TOR,SEA,93,72,165,TOR vs. SEA,SEA @ TOR,2
1022600061,2026-05-30,CON,LAS,84,81,165,CON vs. LAS,LAS @ CON,2
1022600062,2026-05-30,PDX,IND,100,84,184,PDX vs. IND,IND @ PDX,2
1022600063,2026-05-31,GSV,LVA,81,91,172,GSV vs. LVA,LVA @ GSV,2
1022600064,2026-06-01,SEA,DAL,56,79,135,SEA @ DAL,DAL vs. SEA,2
1022600065,2026-06-01,MIN,PHX,111,77,188,MIN @ PHX,PHX vs. MIN,2
1022600066,2026-06-02,ATL,CON,91,75,166,ATL vs. CON,CON @ ATL,2
1022600067,2026-06-02,CHI,WAS,72,90,162,CHI @ WAS,WAS vs. CHI,2
1022600068,2026-06-02,GSV,PDX,95,77,172,GSV vs. PDX,PDX @ GSV,2
1022600069,2026-06-02,LAS,LVA,69,79,148,LAS vs. LVA,LVA @ LAS,2
1022600070,2026-06-03,TOR,NYL,82,97,179,TOR @ NYL,NYL vs. TOR,2
1022600071,2026-06-03,SEA,PHX,68,72,140,SEA vs. PHX,PHX @ SEA,2
1022600072,2026-06-04,ATL,IND,71,83,154,ATL @ IND,IND vs. ATL,2
1022600073,2026-06-04,GSV,MIN,84,87,171,GSV @ MIN,MIN vs. GSV,2
1022600074,2026-06-05,CHI,CON,85,80,165,CHI vs. CON,CON @ CHI,2
1022600075,2026-06-05,DAL,LAS,104,96,200,DAL @ LAS,LAS vs. DAL,2
1022600076,2026-06-05,PDX,PHX,72,78,150,PDX vs. PHX,PHX @ PDX,2
1022600077,2026-06-06,SEA,MIN,68,88,156,SEA @ MIN,MIN vs. SEA,2
1022600078,2026-06-06,GSV,LVA,79,84,163,GSV @ LVA,LVA vs. GSV,2
1022600079,2026-06-06,ATL,WAS,109,77,186,ATL vs. WAS,WAS @ ATL,2
1022600080,2026-06-06,IND,NYL,75,83,158,IND @ NYL,NYL vs. IND,2
1022600081,2026-06-07,TOR,CHI,85,68,153,TOR vs. CHI,CHI @ TOR,2
1022600082,2026-06-07,PDX,LAS,72,89,161,PDX @ LAS,LAS vs. PDX,2
1022600083,2026-06-08,CON,NYL,80,89,169,CON vs. NYL,NYL @ CON,2
1022600084,2026-06-08,IND,WAS,78,76,154,IND @ WAS,WAS vs. IND,2
1022600085,2026-06-08,SEA,LVA,91,101,192,SEA @ LVA,LVA vs. SEA,2
1022600086,2026-06-09,ATL,CHI,82,75,157,ATL @ CHI,CHI vs. ATL,2
1022600087,2026-06-09,MIN,DAL,100,76,176,MIN vs. DAL,DAL @ MIN,2
1022600088,2026-06-09,GSV,PHX,87,81,168,GSV vs. PHX,PHX @ GSV,2
1022600089,2026-06-10,TOR,CON,106,102,208,TOR vs. CON,CON @ TOR,2
1022600090,2026-06-10,SEA,LAS,83,88,171,SEA vs. LAS,LAS @ SEA,2
1022600091,2026-06-11,CHI,IND,106,114,220,CHI @ IND,IND vs. CHI,2
1022600092,2026-06-11,ATL,NYL,90,104,194,ATL vs. NYL,NYL @ ATL,2
1022600093,2026-06-11,DAL,PHX,85,70,155,DAL vs. PHX,PHX @ DAL,2
1022600094,2026-06-11,PDX,LVA,89,105,194,PDX vs. LVA,LVA @ PDX,2
1022600095,2026-06-12,TOR,WAS,85,86,171,TOR @ WAS,WAS vs. TOR,2
1022600096,2026-06-12,GSV,SEA,76,72,148,GSV @ SEA,SEA vs. GSV,2
1022600097,2026-06-13,IND,CON,85,75,160,IND @ CON,CON vs. IND,2
1022600098,2026-06-13,MIN,LVA,97,100,197,MIN @ LVA,LVA vs. MIN,2
1022600099,2026-06-13,PDX,DAL,84,83,167,PDX vs. DAL,DAL @ PDX,2
1022600100,2026-06-13,LAS,PHX,111,102,213,LAS @ PHX,PHX vs. LAS,2
1022600101,2026-06-14,WAS,NYL,64,86,150,WAS @ NYL,NYL vs. WAS,2
1022600102,2026-06-14,TOR,ATL,77,102,179,TOR vs. ATL,ATL @ TOR,2
1022600103,2026-06-15,DAL,LVA,96,66,162,DAL vs. LVA,LVA @ DAL,2
1022600104,2026-06-15,PDX,MIN,74,107,181,PDX @ MIN,MIN vs. PDX,2
1022600105,2026-06-15,GSV,LAS,78,58,136,GSV vs. LAS,LAS @ GSV,2
1022600106,2026-06-16,TOR,IND,91,113,204,TOR @ IND,IND vs. TOR,2
1022600107,2026-06-17,CON,WAS,81,88,169,CON vs. WAS,WAS @ CON,2
1022600108,2026-06-17,CHI,NYL,95,96,191,CHI vs. NYL,NYL @ CHI,2
1022600109,2026-06-17,GSV,DAL,91,80,171,GSV vs. DAL,DAL @ GSV,2
1022600110,2026-06-17,MIN,LAS,99,83,182,MIN @ LAS,LAS vs. MIN,2
1022600111,2026-06-17,LVA,PHX,86,76,162,LVA @ PHX,PHX vs. LVA,2
1022600112,2026-06-17,SEA,PDX,89,94,183,SEA @ PDX,PDX vs. SEA,2
1022600113,2026-06-18,ATL,IND,108,101,209,ATL @ IND,IND vs. ATL,2
1022600114,2026-06-19,TOR,CON,101,97,198,TOR @ CON,CON vs. TOR,2
1022600115,2026-06-19,WAS,NYL,86,83,169,WAS @ NYL,NYL vs. WAS,2
1022600116,2026-06-19,GSV,MIN,75,81,156,GSV vs. MIN,MIN @ GSV,2
1022600117,2026-06-20,ATL,IND,113,96,209,ATL vs. IND,IND @ ATL,2
1022600118,2026-06-20,SEA,PHX,73,93,166,SEA @ PHX,PHX vs. SEA,2
1022600119,2026-06-20,CHI,DAL,92,93,185,CHI @ DAL,DAL vs. CHI,2
1022600120,2026-06-21,GSV,LVA,73,92,165,GSV @ LVA,LVA vs. GSV,2
1022600121,2026-06-21,MIN,WAS,79,84,163,MIN vs. WAS,WAS @ MIN,2
1022600122,2026-06-21,LAS,NYL,98,97,195,LAS vs. NYL,NYL @ LAS,2
1022600123,2026-06-22,CHI,CON,63,92,155,CHI @ CON,CON vs. CHI,2
1022600124,2026-06-22,TOR,ATL,87,94,181,TOR @ ATL,ATL vs. TOR,2
1022600125,2026-06-22,IND,PHX,86,77,163,IND vs. PHX,PHX @ IND,2
1022600126,2026-06-22,SEA,DAL,110,112,222,SEA vs. DAL,DAL @ SEA,2
1022600127,2026-06-23,LVA,NYL,76,87,163,LVA vs. NYL,NYL @ LVA,2
1022600128,2026-06-24,IND,PHX,109,111,220,IND vs. PHX,PHX @ IND,2
1022600129,2026-06-24,MIN,WAS,78,76,154,MIN @ WAS,WAS vs. MIN,2
1022600130,2026-06-24,CHI,PDX,101,78,179,CHI vs. PDX,PDX @ CHI,2
1022600131,2026-06-24,GSV,ATL,77,66,143,GSV vs. ATL,ATL @ GSV,2
1022600132,2026-06-25,TOR,LAS,125,97,222,TOR vs. LAS,LAS @ TOR,2
1022600133,2026-06-25,DAL,LVA,84,99,183,DAL @ LVA,LVA vs. DAL,2
1022600134,2026-06-25,SEA,NYL,99,88,187,SEA vs. NYL,NYL @ SEA,2
1022600135,2026-06-26,CON,WAS,68,57,125,CON vs. WAS,WAS @ CON,2
1022600136,2026-06-26,CHI,PDX,124,94,218,CHI vs. PDX,PDX @ CHI,2
1022600137,2026-06-26,GSV,ATL,78,75,153,GSV vs. ATL,ATL @ GSV,2
1022600138,2026-06-27,TOR,PHX,80,89,169,TOR vs. PHX,PHX @ TOR,2
1022600139,2026-06-27,IND,LAS,111,87,198,IND vs. LAS,LAS @ IND,2
1022600140,2026-06-27,ATL,SEA,90,105,195,ATL @ SEA,SEA vs. ATL,2
1022600141,2026-06-28,MIN,DAL,85,77,162,MIN @ DAL,DAL vs. MIN,2
1022600142,2026-06-28,PDX,WAS,123,124,247,PDX @ WAS,WAS vs. PDX,2
1022600143,2026-06-28,CHI,LVA,99,107,206,CHI vs. LVA,LVA @ CHI,2
1022600144,2026-06-28,GSV,NYL,76,67,143,GSV vs. NYL,NYL @ GSV,2
1022600145,2026-07-02,WAS,ATL,81,76,157,WAS vs. ATL,ATL @ WAS,2
1022600146,2026-07-02,DAL,CON,86,83,169,DAL @ CON,CON vs. DAL,2
1022600147,2026-07-02,PHX,SEA,90,67,157,PHX vs. SEA,SEA @ PHX,2
1022600148,2026-07-03,MIN,NYL,86,99,185,MIN @ NYL,NYL vs. MIN,2
1022600149,2026-07-03,LVA,CHI,98,90,188,LVA vs. CHI,CHI @ LVA,2
1022600150,2026-07-04,ATL,GSV,83,88,171,ATL vs. GSV,GSV @ ATL,2
1022600151,2026-07-04,PDX,SEA,77,72,149,PDX @ SEA,SEA vs. PDX,2
1022600152,2026-07-05,DAL,TOR,89,76,165,DAL @ TOR,TOR vs. DAL,2
1022600153,2026-07-05,LVA,IND,68,84,152,LVA vs. IND,IND @ LVA,2
1022600154,2026-07-06,WAS,GSV,49,62,111,WAS vs. GSV,GSV @ WAS,2
1022600155,2026-07-06,CON,MIN,90,89,179,CON @ MIN,MIN vs. CON,2
1022600156,2026-07-06,SEA,LAS,82,64,146,SEA @ LAS,LAS vs. SEA,2
1022600157,2026-07-07,NYL,DAL,77,88,165,NYL vs. DAL,DAL @ NYL,2
1022600158,2026-07-07,PHX,CHI,66,77,143,PHX vs. CHI,CHI @ PHX,2
1022600159,2026-07-08,GSV,TOR,83,75,158,GSV @ TOR,TOR vs. GSV,2
1022600160,2026-07-08,CON,MIN,80,86,166,CON vs. MIN,MIN @ CON,2
1022600161,2026-07-08,IND,LAS,92,106,198,IND @ LAS,LAS vs. IND,2
